date,PRECTOTCORR,RH2M,T2M,WS2M,GWETTOP,PS,region,lat,lon,severity_label,date_str,month,day_of_year
20200118,3.34,90.46,15.38,2.8,0.59,102.33,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20200118,1,18
20200119,2.57,75.42,13.69,5.36,0.61,101.4,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20200119,1,19
20200120,3.91,73.01,11.55,4.85,0.61,100.73,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20200120,1,20
20200121,2.15,77.16,12.36,2.2,0.62,100.69,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20200121,1,21
20200122,13.79,79.61,12.61,2.59,0.68,100.87,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20200122,1,22
20200123,14.88,84.3,13.27,3.48,0.71,101.07,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20200123,1,23
20200124,13.82,87.86,13.64,3.65,0.74,101.25,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20200124,1,24
20200125,21.76,88.74,13.72,4.68,0.78,101.12,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20200125,1,25
20200301,1.48,88.9,16.14,3.56,0.61,101.34,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20200301,3,61
20200316,1.15,66.95,14.1,4.52,0.58,100.97,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20200316,3,76
20200317,15.92,77.72,13.54,4.23,0.64,101.1,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20200317,3,77
20200319,5.68,85.28,15.44,7.56,0.64,100.94,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20200319,3,79
20200320,13.07,88.23,15.32,5.65,0.65,100.7,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20200320,3,80
20200321,6.37,77.95,14.35,5.03,0.69,100.7,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20200321,3,81
20200322,6.97,77.76,13.74,2.46,0.69,100.54,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20200322,3,82
20200323,6.23,82.71,13.6,3.76,0.68,100.49,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20200323,3,83
20200324,27.7,80.6,14.99,3.05,0.75,100.33,Tanger-Tetouan-Al Hoceima,35.77,-5.8,high,20200324,3,84
20200325,1.14,80.15,14.07,3.99,0.69,100.95,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20200325,3,85
20200330,7.11,80.6,15.3,2.53,0.68,100.54,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20200330,3,90
20200331,25.25,83.87,16.27,4.83,0.77,100.11,Tanger-Tetouan-Al Hoceima,35.77,-5.8,high,20200331,3,91
20200401,4.83,77.44,14.83,3.6,0.72,100.72,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20200401,4,92
20200402,5.71,75.03,14.29,4.7,0.71,100.71,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20200402,4,93
20200404,1.82,84.59,15.4,6.04,0.68,100.78,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20200404,4,95
20200412,2.58,87.59,16.17,6.01,0.65,100.74,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20200412,4,103
20200413,2.99,85.58,16.44,2.17,0.66,100.35,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20200413,4,104
20200414,3.31,83.22,16.49,2.43,0.66,100.47,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20200414,4,105
20200415,4.51,83.24,17.15,3.15,0.68,100.82,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20200415,4,106
20200420,6.74,76.34,16.63,5.57,0.66,100.8,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20200420,4,111
20200421,7.67,77.0,16.01,6.51,0.69,100.6,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20200421,4,112
20200425,7.28,87.41,16.43,3.25,0.68,100.57,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20200425,4,116
20200509,1.77,81.21,17.87,3.8,0.59,100.83,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20200509,5,130
20200510,2.16,76.14,17.58,5.2,0.6,100.71,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20200510,5,131
20200511,3.14,78.92,18.1,3.75,0.61,100.72,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20200511,5,132
20200512,16.65,77.47,17.05,3.21,0.69,100.44,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20200512,5,133
20200513,11.72,75.88,17.0,4.3,0.68,100.25,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20200513,5,134
20200514,5.86,73.43,17.26,5.59,0.68,100.23,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20200514,5,135
20200515,13.48,79.88,16.51,2.67,0.71,100.54,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20200515,5,136
20200531,2.75,81.48,19.02,3.52,0.59,100.56,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20200531,5,152
20200605,1.16,81.59,20.23,2.92,0.57,100.9,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20200605,6,157
20200606,1.54,77.6,20.74,2.63,0.57,100.67,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20200606,6,158
20200607,5.94,80.68,19.87,4.24,0.6,100.82,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20200607,6,159
20200612,2.47,79.49,18.67,4.96,0.58,100.69,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20200612,6,164
20200810,1.08,72.15,25.8,0.79,0.37,100.5,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20200810,8,223
20200811,2.18,76.01,24.19,2.54,0.4,100.59,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20200811,8,224
20200917,1.07,82.65,23.01,1.62,0.32,100.81,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20200917,9,261
20200918,3.27,82.48,22.45,3.74,0.42,100.87,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20200918,9,262
20201002,2.29,77.75,20.09,6.38,0.35,100.32,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20201002,10,276
20201020,12.58,82.1,19.94,3.86,0.43,100.57,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20201020,10,294
20201021,4.0,85.37,19.69,3.59,0.55,100.62,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20201021,10,295
20201022,8.7,84.84,19.14,3.06,0.59,100.93,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20201022,10,296
20201023,2.48,75.83,19.01,2.16,0.56,101.75,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20201023,10,297
20201025,2.93,77.88,18.44,4.06,0.54,101.56,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20201025,10,299
20201026,3.73,71.62,17.44,4.39,0.56,101.5,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20201026,10,300
20201104,5.33,87.75,18.02,3.63,0.54,100.93,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20201104,11,309
20201105,8.99,82.0,19.11,3.82,0.6,100.61,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20201105,11,310
20201107,3.47,78.13,19.21,3.55,0.56,101.39,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20201107,11,312
20201109,2.69,81.23,18.24,2.05,0.55,101.65,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20201109,11,314
20201114,4.79,89.36,18.52,1.84,0.57,101.48,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20201114,11,319
20201124,1.15,78.46,17.18,2.98,0.52,101.61,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20201124,11,329
20201125,10.23,83.38,17.33,3.38,0.59,100.82,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20201125,11,330
20201126,13.02,77.59,14.68,3.91,0.65,100.19,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20201126,11,331
20201127,5.33,74.72,13.5,2.4,0.62,100.02,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20201127,11,332
20201128,15.39,81.26,15.83,4.34,0.64,100.31,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20201128,11,333
20201129,11.01,87.82,16.61,3.81,0.7,100.76,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20201129,11,334
20201130,2.89,85.46,17.15,6.05,0.64,101.2,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20201130,11,335
20201204,10.32,75.2,15.25,7.61,0.64,100.04,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20201204,12,339
20201205,1.28,75.36,12.05,5.7,0.62,100.45,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20201205,12,340
20201207,3.64,81.55,16.06,5.75,0.62,101.19,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20201207,12,342
20201208,2.3,78.34,16.4,6.57,0.61,101.33,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20201208,12,343
20201209,1.17,77.48,14.58,4.07,0.6,101.66,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20201209,12,344
20201210,5.32,88.89,17.04,5.5,0.62,101.42,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20201210,12,345
20201211,3.11,90.55,17.72,6.21,0.63,101.33,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20201211,12,346
20201214,2.92,90.94,16.96,2.95,0.61,100.81,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20201214,12,349
20201216,14.52,83.14,15.57,2.79,0.66,100.92,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20201216,12,351
20201219,1.54,77.45,15.55,2.48,0.63,101.52,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20201219,12,354
20201228,5.3,79.39,14.62,6.2,0.63,100.51,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20201228,12,363
20210101,3.47,75.96,12.96,5.5,0.63,101.03,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20210101,1,1
20210105,1.55,74.71,11.79,2.12,0.61,100.43,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20210105,1,5
20210106,55.77,90.16,12.41,6.1,0.77,100.12,Tanger-Tetouan-Al Hoceima,35.77,-5.8,high,20210106,1,6
20210107,29.74,89.77,12.54,3.12,0.82,99.84,Tanger-Tetouan-Al Hoceima,35.77,-5.8,high,20210107,1,7
20210108,30.47,89.57,14.18,2.48,0.84,99.47,Tanger-Tetouan-Al Hoceima,35.77,-5.8,high,20210108,1,8
20210109,11.94,74.39,11.34,5.67,0.79,99.94,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20210109,1,9
20210110,3.47,76.4,8.85,2.87,0.77,100.4,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20210110,1,10
20210111,1.44,67.69,10.15,2.14,0.75,101.33,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20210111,1,11
20210120,14.93,85.37,14.97,5.99,0.76,101.11,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20210120,1,20
20210122,3.96,82.24,15.88,6.28,0.73,101.47,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20210122,1,22
20210123,1.29,81.9,15.02,4.96,0.71,101.58,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20210123,1,23
20210124,3.81,89.26,16.02,5.23,0.73,101.34,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20210124,1,24
20210125,1.2,88.85,16.05,4.71,0.71,101.48,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20210125,1,25
20210130,1.12,86.94,15.55,5.3,0.71,101.56,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20210130,1,30
20210205,7.0,87.17,14.46,4.42,0.71,99.74,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20210205,2,36
20210206,4.6,78.06,14.0,5.57,0.72,100.11,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20210206,2,37
20210207,6.32,80.11,13.49,6.11,0.73,100.72,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20210207,2,38
20210208,13.86,81.28,15.11,6.55,0.77,100.72,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20210208,2,39
20210209,3.8,85.24,15.52,6.45,0.73,100.79,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20210209,2,40
20210210,1.6,88.79,15.89,5.69,0.73,101.2,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20210210,2,41
20210221,12.34,84.65,13.79,4.85,0.75,100.32,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20210221,2,52
20210222,1.03,68.96,13.91,3.12,0.72,101.61,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20210222,2,53
20210225,1.88,87.94,14.89,4.8,0.71,101.87,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20210225,2,56
20210226,10.3,88.07,14.94,5.74,0.75,101.74,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20210226,2,57
20210228,6.78,86.54,14.3,7.23,0.73,101.07,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20210228,2,59
20210301,3.68,84.84,14.73,5.77,0.73,101.05,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20210301,3,60
20210305,28.09,87.87,15.1,3.36,0.81,100.77,Tanger-Tetouan-Al Hoceima,35.77,-5.8,high,20210305,3,64
20210306,23.28,91.53,14.52,5.84,0.82,100.94,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20210306,3,65
20210307,16.35,84.55,14.8,2.78,0.82,101.06,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20210307,3,66
20210308,1.16,83.18,13.67,3.51,0.77,100.95,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20210308,3,67
20210320,3.92,73.53,12.41,3.84,0.73,100.73,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20210320,3,79
20210414,4.94,86.34,15.41,6.09,0.69,100.85,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20210414,4,104
20210424,3.2,86.99,16.12,6.8,0.65,100.58,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20210424,4,114
20210425,2.99,86.13,16.9,2.73,0.66,100.31,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20210425,4,115
20210426,8.05,87.48,17.28,2.96,0.69,100.22,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20210426,4,116
20210427,5.59,86.29,17.72,3.98,0.69,100.17,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20210427,4,117
20210428,1.32,83.19,17.17,2.73,0.67,100.36,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20210428,4,118
20210508,1.4,77.24,19.37,2.75,0.61,100.74,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20210508,5,128
20210509,1.55,83.06,18.3,4.6,0.62,100.55,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20210509,5,129
20210527,3.51,86.47,17.38,5.01,0.59,100.92,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20210527,5,147
20210617,1.83,81.44,20.66,3.64,0.54,100.72,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20210617,6,168
20210618,1.59,80.36,19.93,3.63,0.55,100.88,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20210618,6,169
20210913,3.08,80.25,23.29,3.31,0.35,100.66,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20210913,9,256
20210914,9.07,86.46,22.67,2.14,0.55,100.61,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20210914,9,257
20210915,1.92,84.19,22.4,2.64,0.53,100.88,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20210915,9,258
20210921,1.11,86.61,22.12,4.99,0.45,100.9,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20210921,9,264
20210922,2.12,81.94,22.15,6.01,0.47,100.78,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20210922,9,265
20211003,2.28,79.91,20.93,4.71,0.41,100.95,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20211003,10,276
20211030,1.11,89.84,20.27,5.55,0.37,101.03,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20211030,10,303
20211031,1.69,90.38,20.85,4.69,0.4,101.29,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20211031,10,304
20211101,2.42,90.8,20.89,4.61,0.43,101.17,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20211101,11,305
20211102,4.92,90.19,19.76,3.22,0.54,100.89,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20211102,11,306
20211103,2.2,73.01,17.62,4.85,0.53,100.72,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20211103,11,307
20211118,1.72,78.92,17.36,8.79,0.44,101.16,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20211118,11,322
20211119,2.59,78.41,17.97,8.79,0.46,101.08,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20211119,11,323
20211120,5.8,86.34,17.08,2.1,0.55,101.12,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20211120,11,324
20211121,4.01,85.21,16.69,2.53,0.57,100.92,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20211121,11,325
20211122,5.21,81.29,16.45,3.75,0.56,100.63,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20211122,11,326
20211124,1.29,68.71,14.02,3.29,0.52,100.97,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20211124,11,328
20211125,8.21,77.36,14.74,4.43,0.56,100.58,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20211125,11,329
20211126,2.61,72.07,13.3,3.27,0.58,100.6,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20211126,11,330
20211202,1.38,71.89,14.01,5.45,0.53,101.15,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20211202,12,336
20211208,4.08,78.09,15.38,5.26,0.56,101.59,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20211208,12,342
20211220,1.27,87.0,15.47,4.88,0.52,101.5,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20211220,12,354
20211221,4.2,86.93,16.17,3.13,0.54,101.32,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20211221,12,355
20211222,9.29,90.08,16.01,2.28,0.61,101.36,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20211222,12,356
20211223,18.97,93.39,15.77,2.61,0.66,101.28,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20211223,12,357
20211224,19.79,94.28,15.55,3.48,0.73,100.86,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20211224,12,358
20211225,13.13,90.03,16.13,5.67,0.7,100.48,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20211225,12,359
20211226,2.31,87.0,16.78,4.36,0.65,101.03,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20211226,12,360
20211227,1.79,91.88,17.23,3.54,0.64,101.44,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20211227,12,361
20220104,1.24,83.53,14.56,4.71,0.59,101.44,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20220104,1,4
20220106,1.46,76.42,13.71,3.87,0.59,101.37,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20220106,1,6
20220124,1.34,79.89,14.24,7.19,0.55,101.68,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20220124,1,24
20220125,3.38,81.62,14.31,8.17,0.57,101.77,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20220125,1,25
20220126,1.07,77.32,15.19,8.02,0.56,101.5,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20220126,1,26
20220214,1.0,76.72,14.72,3.53,0.54,101.62,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20220214,2,45
20220224,1.01,83.54,15.21,4.22,0.53,101.26,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20220224,2,55
20220225,2.11,87.72,15.2,6.9,0.54,101.12,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20220225,2,56
20220226,1.62,83.87,15.16,7.94,0.53,101.01,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20220226,2,57
20220303,2.84,76.01,14.94,5.0,0.54,101.35,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20220303,3,62
20220306,3.41,73.15,13.9,1.34,0.56,100.53,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20220306,3,65
20220308,1.14,74.84,14.82,2.99,0.54,101.31,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20220308,3,67
20220311,8.08,87.61,14.71,3.52,0.58,101.19,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20220311,3,70
20220313,29.9,85.53,15.37,2.38,0.66,100.75,Tanger-Tetouan-Al Hoceima,35.77,-5.8,high,20220313,3,72
20220314,18.36,75.83,13.99,1.72,0.73,99.93,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20220314,3,73
20220315,5.82,83.18,12.21,1.34,0.69,100.2,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20220315,3,74
20220316,1.99,78.17,13.61,2.33,0.65,100.57,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20220316,3,75
20220320,7.19,83.17,15.18,7.57,0.63,100.99,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20220320,3,79
20220321,2.19,84.84,15.36,2.5,0.63,101.22,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20220321,3,80
20220322,19.78,90.92,15.21,4.07,0.67,101.2,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20220322,3,81
20220323,35.62,91.42,15.52,4.65,0.78,100.55,Tanger-Tetouan-Al Hoceima,35.77,-5.8,high,20220323,3,82
20220324,40.01,82.76,14.3,3.47,0.82,100.35,Tanger-Tetouan-Al Hoceima,35.77,-5.8,high,20220324,3,83
20220325,4.23,80.85,14.28,2.54,0.77,100.53,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20220325,3,84
20220329,8.28,88.01,15.52,2.71,0.73,100.29,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20220329,3,88
20220330,2.4,82.05,15.63,5.56,0.71,100.18,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20220330,3,89
20220331,1.42,81.91,15.88,5.89,0.69,100.56,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20220331,3,90
20220404,17.43,77.38,13.27,9.34,0.73,99.91,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20220404,4,94
20220405,19.87,82.57,14.48,4.28,0.77,100.29,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20220405,4,95
20220406,3.16,80.25,14.31,3.33,0.74,101.09,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20220406,4,96
20220411,2.08,88.65,15.93,2.6,0.69,100.42,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20220411,4,101
20220412,5.49,83.75,15.67,3.69,0.71,100.56,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20220412,4,102
20220422,12.61,81.26,15.89,6.77,0.69,100.0,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20220422,4,112
20220423,1.97,73.74,15.92,6.1,0.68,100.43,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20220423,4,113
20220426,1.11,83.18,16.02,2.72,0.66,100.7,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20220426,4,116
20220428,1.26,77.14,17.16,1.58,0.65,101.2,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20220428,4,118
20220503,4.13,79.95,15.82,2.92,0.64,100.51,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20220503,5,123
20220504,4.25,79.63,16.26,1.39,0.66,100.85,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20220504,5,124
20220828,1.09,84.3,24.18,2.11,0.29,100.42,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20220828,8,240
20220912,1.23,81.69,23.3,1.43,0.29,100.41,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20220912,9,255
20220913,2.87,87.5,22.21,2.72,0.39,100.51,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20220913,9,256
20220929,2.28,79.08,19.19,4.48,0.34,100.72,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20220929,9,272
20221011,1.79,85.69,20.45,2.52,0.42,101.02,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20221011,10,284
20221109,1.84,86.4,19.18,1.88,0.37,101.36,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20221109,11,313
20221115,2.35,86.99,19.88,4.24,0.41,101.29,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20221115,11,319
20221116,19.91,88.97,20.05,4.94,0.62,101.05,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20221116,11,320
20221117,6.9,86.69,19.78,4.37,0.59,101.0,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20221117,11,321
20221118,22.74,77.85,17.7,4.96,0.68,101.12,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20221118,11,322
20221121,4.34,84.37,17.67,4.69,0.58,101.67,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20221121,11,325
20221123,1.82,84.83,18.5,3.57,0.56,101.46,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20221123,11,327
20221130,1.0,65.69,16.23,1.26,0.54,100.96,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20221130,11,334
20221201,14.97,84.83,14.35,3.98,0.63,100.56,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20221201,12,335
20221202,2.64,82.35,14.74,4.11,0.59,100.36,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20221202,12,336
20221203,6.03,82.05,16.05,2.59,0.61,100.15,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20221203,12,337
20221204,4.12,82.2,17.14,2.48,0.62,100.38,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20221204,12,338
20221205,29.6,88.72,17.02,3.99,0.74,100.37,Tanger-Tetouan-Al Hoceima,35.77,-5.8,high,20221205,12,339
20221206,1.46,84.32,17.68,2.92,0.67,100.89,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20221206,12,340
20221207,2.52,88.25,17.29,2.27,0.65,100.58,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20221207,12,341
20221208,17.89,87.46,17.99,4.93,0.72,100.0,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20221208,12,342
20221209,26.72,87.6,18.52,6.69,0.79,99.91,Tanger-Tetouan-Al Hoceima,35.77,-5.8,high,20221209,12,343
20221210,11.31,85.52,17.99,4.72,0.74,100.66,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20221210,12,344
20221211,19.88,93.08,18.81,6.16,0.78,100.58,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20221211,12,345
20221212,3.22,93.53,18.96,4.49,0.72,100.83,Tanger-Tetouan-Al Hoceima,35.77,-5.8,low,20221212,12,346
20221213,14.47,92.12,19.31,7.15,0.75,100.65,Tanger-Tetouan-Al Hoceima,35.77,-5.8,medium,20221213,12,347
