date,PRECTOTCORR,RH2M,T2M,WS2M,GWETTOP,PS,region,lat,lon,severity_label,date_str,month,day_of_year
20230902,31.12,67.34,21.63,3.07,0.48,90.85,Oriental,34.68,-1.91,high,20230902,9,245
20230903,1.7,58.97,21.75,2.27,0.45,90.5,Oriental,34.68,-1.91,low,20230903,9,246
20230911,1.36,67.63,23.5,2.12,0.35,91.2,Oriental,34.68,-1.91,low,20230911,9,254
20230914,6.56,61.57,23.05,3.45,0.4,91.16,Oriental,34.68,-1.91,medium,20230914,9,257
20230917,1.61,57.25,23.84,2.82,0.35,91.13,Oriental,34.68,-1.91,low,20230917,9,260
20230919,2.67,79.77,19.58,1.83,0.37,91.24,Oriental,34.68,-1.91,low,20230919,9,262
20231020,13.05,68.75,14.88,4.24,0.44,90.39,Oriental,34.68,-1.91,medium,20231020,10,293
20231023,10.06,72.36,17.6,3.62,0.41,90.84,Oriental,34.68,-1.91,medium,20231023,10,296
20231121,1.84,77.3,13.55,5.21,0.33,91.33,Oriental,34.68,-1.91,low,20231121,11,325
20231122,1.09,78.88,9.69,2.95,0.37,91.22,Oriental,34.68,-1.91,low,20231122,11,326
20231201,2.06,51.01,14.1,4.7,0.34,90.52,Oriental,34.68,-1.91,low,20231201,12,335
20231213,1.33,72.15,12.75,3.46,0.34,91.39,Oriental,34.68,-1.91,low,20231213,12,347
20200119,15.1,86.01,8.94,3.76,0.7,95.35,Fes-Meknes,34.03,-5.0,medium,20200119,1,19
20200120,5.97,85.46,7.34,0.91,0.7,94.44,Fes-Meknes,34.03,-5.0,medium,20200120,1,20
20200122,6.1,76.62,7.46,1.72,0.69,94.86,Fes-Meknes,34.03,-5.0,medium,20200122,1,22
20200125,2.53,77.11,8.87,3.37,0.67,95.3,Fes-Meknes,34.03,-5.0,low,20200125,1,25
20200225,1.48,62.82,12.59,2.11,0.56,95.86,Fes-Meknes,34.03,-5.0,low,20200225,2,56
20200226,1.29,69.43,12.56,1.61,0.57,95.71,Fes-Meknes,34.03,-5.0,low,20200226,2,57
20200229,1.81,60.93,14.92,2.62,0.55,95.44,Fes-Meknes,34.03,-5.0,low,20200229,2,60
20200301,2.31,75.01,13.32,1.71,0.58,95.44,Fes-Meknes,34.03,-5.0,low,20200301,3,61
20200305,1.17,66.24,14.75,2.87,0.54,95.41,Fes-Meknes,34.03,-5.0,low,20200305,3,65
20200306,1.02,75.2,11.65,2.55,0.56,95.71,Fes-Meknes,34.03,-5.0,low,20200306,3,66
20200312,2.55,43.94,19.21,2.18,0.52,95.35,Fes-Meknes,34.03,-5.0,low,20200312,3,72
20200313,79.41,69.19,15.48,1.82,0.79,95.26,Fes-Meknes,34.03,-5.0,high,20200313,3,73
20200315,12.24,78.3,14.72,1.25,0.72,94.91,Fes-Meknes,34.03,-5.0,medium,20200315,3,75
20200316,11.93,80.52,10.87,2.98,0.73,95.03,Fes-Meknes,34.03,-5.0,medium,20200316,3,76
20200317,5.31,69.79,11.19,1.18,0.7,94.9,Fes-Meknes,34.03,-5.0,medium,20200317,3,77
20200319,1.59,64.96,16.02,3.48,0.66,94.55,Fes-Meknes,34.03,-5.0,low,20200319,3,79
20200320,22.42,83.7,13.83,1.8,0.75,94.63,Fes-Meknes,34.03,-5.0,medium,20200320,3,80
20200321,4.02,75.7,11.38,3.92,0.73,94.88,Fes-Meknes,34.03,-5.0,low,20200321,3,81
20200322,2.93,78.39,10.98,3.19,0.71,94.63,Fes-Meknes,34.03,-5.0,low,20200322,3,82
20200323,1.93,77.35,12.18,1.93,0.71,94.22,Fes-Meknes,34.03,-5.0,low,20200323,3,83
20200324,14.39,86.67,12.02,1.35,0.76,94.09,Fes-Meknes,34.03,-5.0,medium,20200324,3,84
20200325,7.88,75.57,12.93,1.38,0.76,94.74,Fes-Meknes,34.03,-5.0,medium,20200325,3,85
20200327,2.08,74.26,12.88,2.0,0.72,94.46,Fes-Meknes,34.03,-5.0,low,20200327,3,87
20200328,3.75,77.93,13.09,1.27,0.73,94.79,Fes-Meknes,34.03,-5.0,low,20200328,3,88
20200329,1.57,79.1,12.45,1.09,0.73,95.08,Fes-Meknes,34.03,-5.0,low,20200329,3,89
20200331,5.96,74.22,14.5,4.06,0.73,94.36,Fes-Meknes,34.03,-5.0,medium,20200331,3,91
20200401,1.33,77.4,12.41,3.67,0.73,94.79,Fes-Meknes,34.03,-5.0,low,20200401,4,92
20200402,1.33,77.78,10.73,4.15,0.72,94.83,Fes-Meknes,34.03,-5.0,low,20200402,4,93
20200404,1.72,60.4,16.58,2.55,0.71,94.65,Fes-Meknes,34.03,-5.0,low,20200404,4,95
20200405,1.13,65.13,18.7,1.69,0.7,95.09,Fes-Meknes,34.03,-5.0,low,20200405,4,96
20200411,4.73,68.5,18.95,1.64,0.69,94.86,Fes-Meknes,34.03,-5.0,low,20200411,4,102
20200412,13.43,82.11,17.27,2.31,0.75,94.58,Fes-Meknes,34.03,-5.0,medium,20200412,4,103
20200413,1.62,77.75,15.16,3.02,0.72,94.45,Fes-Meknes,34.03,-5.0,low,20200413,4,104
20200418,6.04,73.34,17.47,1.73,0.69,94.59,Fes-Meknes,34.03,-5.0,medium,20200418,4,109
20200419,21.95,80.57,14.08,4.08,0.79,94.78,Fes-Meknes,34.03,-5.0,medium,20200419,4,110
20200420,3.15,71.98,14.77,4.56,0.72,94.96,Fes-Meknes,34.03,-5.0,low,20200420,4,111
20200421,8.59,77.44,12.78,5.67,0.75,94.88,Fes-Meknes,34.03,-5.0,medium,20200421,4,112
20200424,20.76,56.37,19.22,3.18,0.75,94.38,Fes-Meknes,34.03,-5.0,medium,20200424,4,115
20200425,11.76,85.08,13.96,3.72,0.79,94.72,Fes-Meknes,34.03,-5.0,medium,20200425,4,116
20200512,8.88,74.42,15.87,3.89,0.71,94.54,Fes-Meknes,34.03,-5.0,medium,20200512,5,133
20200513,6.94,75.62,15.29,3.86,0.7,94.4,Fes-Meknes,34.03,-5.0,medium,20200513,5,134
20200514,6.6,74.12,13.54,4.08,0.71,94.49,Fes-Meknes,34.03,-5.0,medium,20200514,5,135
20200515,7.53,75.68,13.22,2.54,0.72,94.62,Fes-Meknes,34.03,-5.0,medium,20200515,5,136
20200516,1.55,73.32,14.54,1.66,0.7,95.0,Fes-Meknes,34.03,-5.0,low,20200516,5,137
20200606,1.39,61.06,22.75,3.37,0.52,94.85,Fes-Meknes,34.03,-5.0,low,20200606,6,158
20200607,2.82,68.88,19.83,4.24,0.54,95.0,Fes-Meknes,34.03,-5.0,low,20200607,6,159
20200608,6.37,71.74,18.86,3.49,0.58,95.12,Fes-Meknes,34.03,-5.0,medium,20200608,6,160
20200721,1.16,41.48,30.63,2.38,0.25,94.97,Fes-Meknes,34.03,-5.0,low,20200721,7,203
20200730,1.41,28.72,34.73,2.94,0.2,94.82,Fes-Meknes,34.03,-5.0,low,20200730,7,212
20200801,3.81,40.15,32.97,2.16,0.24,95.26,Fes-Meknes,34.03,-5.0,low,20200801,8,214
20200810,2.91,41.36,30.82,2.52,0.22,94.68,Fes-Meknes,34.03,-5.0,low,20200810,8,223
20200811,1.23,47.17,27.24,3.15,0.27,94.77,Fes-Meknes,34.03,-5.0,low,20200811,8,224
20200906,1.66,38.24,30.07,1.84,0.15,94.87,Fes-Meknes,34.03,-5.0,low,20200906,9,250
20200917,2.85,47.76,25.8,2.58,0.2,95.06,Fes-Meknes,34.03,-5.0,low,20200917,9,261
20200918,1.79,55.27,24.86,3.83,0.34,95.01,Fes-Meknes,34.03,-5.0,low,20200918,9,262
20200923,7.77,40.82,24.72,1.2,0.34,95.09,Fes-Meknes,34.03,-5.0,medium,20200923,9,267
20201002,6.11,72.34,17.9,4.52,0.33,94.65,Fes-Meknes,34.03,-5.0,medium,20201002,10,276
20201003,1.34,64.12,16.53,2.99,0.47,94.71,Fes-Meknes,34.03,-5.0,low,20201003,10,277
20201021,11.88,68.03,19.33,2.08,0.36,94.81,Fes-Meknes,34.03,-5.0,medium,20201021,10,295
20201022,9.14,79.33,17.08,1.8,0.56,95.1,Fes-Meknes,34.03,-5.0,medium,20201022,10,296
20201026,1.68,76.5,13.38,2.91,0.46,95.53,Fes-Meknes,34.03,-5.0,low,20201026,10,300
20201104,4.92,68.33,16.35,1.42,0.45,95.0,Fes-Meknes,34.03,-5.0,low,20201104,11,309
20201105,3.22,54.7,18.39,2.73,0.5,94.68,Fes-Meknes,34.03,-5.0,low,20201105,11,310
20201113,1.4,67.48,17.62,1.81,0.43,95.41,Fes-Meknes,34.03,-5.0,low,20201113,11,318
20201126,8.43,75.31,10.09,1.91,0.49,94.28,Fes-Meknes,34.03,-5.0,medium,20201126,11,331
20201127,4.13,81.57,7.91,3.54,0.5,94.13,Fes-Meknes,34.03,-5.0,low,20201127,11,332
20201128,2.72,77.41,10.94,3.79,0.5,94.52,Fes-Meknes,34.03,-5.0,low,20201128,11,333
20201204,26.5,85.35,12.13,6.3,0.58,94.33,Fes-Meknes,34.03,-5.0,high,20201204,12,339
20201205,28.89,81.85,8.1,4.66,0.69,94.47,Fes-Meknes,34.03,-5.0,high,20201205,12,340
20201206,15.58,89.98,8.44,3.72,0.65,95.13,Fes-Meknes,34.03,-5.0,medium,20201206,12,341
20201207,1.97,80.58,10.8,4.51,0.6,95.43,Fes-Meknes,34.03,-5.0,low,20201207,12,342
20201208,6.59,87.22,11.84,5.11,0.6,95.52,Fes-Meknes,34.03,-5.0,medium,20201208,12,343
20201209,3.35,85.86,11.47,2.56,0.62,95.66,Fes-Meknes,34.03,-5.0,low,20201209,12,344
20201210,2.23,85.78,12.13,3.37,0.59,95.65,Fes-Meknes,34.03,-5.0,low,20201210,12,345
20201211,7.87,90.8,13.58,4.35,0.64,95.59,Fes-Meknes,34.03,-5.0,medium,20201211,12,346
20201212,3.02,87.56,13.93,2.47,0.62,95.5,Fes-Meknes,34.03,-5.0,low,20201212,12,347
20201214,1.41,81.17,14.33,2.33,0.6,94.97,Fes-Meknes,34.03,-5.0,low,20201214,12,349
20201215,2.42,84.66,13.22,1.44,0.61,95.18,Fes-Meknes,34.03,-5.0,low,20201215,12,350
20201216,10.04,71.15,12.5,2.72,0.62,95.02,Fes-Meknes,34.03,-5.0,medium,20201216,12,351
20201228,2.51,76.32,8.9,3.96,0.59,94.74,Fes-Meknes,34.03,-5.0,low,20201228,12,363
20201229,52.15,91.6,8.76,3.52,0.83,94.73,Fes-Meknes,34.03,-5.0,high,20201229,12,364
20201230,7.53,76.09,8.99,1.25,0.75,95.11,Fes-Meknes,34.03,-5.0,medium,20201230,12,365
20210101,18.63,93.03,5.8,3.27,0.77,95.09,Fes-Meknes,34.03,-5.0,medium,20210101,1,1
20210102,9.56,84.37,6.94,2.7,0.76,95.06,Fes-Meknes,34.03,-5.0,medium,20210102,1,2
20210105,37.74,81.62,7.99,1.59,0.82,94.28,Fes-Meknes,34.03,-5.0,high,20210105,1,5
20210106,31.57,88.05,12.05,2.65,0.86,94.04,Fes-Meknes,34.03,-5.0,high,20210106,1,6
20210107,15.68,88.68,14.01,3.75,0.84,94.0,Fes-Meknes,34.03,-5.0,medium,20210107,1,7
20210108,8.33,83.94,14.47,3.99,0.83,93.75,Fes-Meknes,34.03,-5.0,medium,20210108,1,8
20210109,14.17,85.22,7.95,5.39,0.84,94.18,Fes-Meknes,34.03,-5.0,medium,20210109,1,9
20210110,25.84,86.54,5.66,3.79,0.88,94.42,Fes-Meknes,34.03,-5.0,high,20210110,1,10
20210111,27.9,91.44,4.11,2.46,0.89,95.23,Fes-Meknes,34.03,-5.0,high,20210111,1,11
20210120,6.68,68.92,10.84,3.92,0.84,95.33,Fes-Meknes,34.03,-5.0,medium,20210120,1,20
20210121,4.99,85.09,12.0,3.46,0.86,95.62,Fes-Meknes,34.03,-5.0,low,20210121,1,21
20210122,5.19,90.1,12.21,4.11,0.85,95.64,Fes-Meknes,34.03,-5.0,medium,20210122,1,22
20210125,1.04,87.38,12.04,2.0,0.85,95.6,Fes-Meknes,34.03,-5.0,low,20210125,1,25
20210130,1.18,80.81,13.27,3.44,0.84,95.65,Fes-Meknes,34.03,-5.0,low,20210130,1,30
20210205,2.44,74.51,10.93,2.95,0.83,93.92,Fes-Meknes,34.03,-5.0,low,20210205,2,36
20210206,8.73,89.45,8.45,3.07,0.85,94.31,Fes-Meknes,34.03,-5.0,medium,20210206,2,37
20210207,5.97,83.7,8.6,4.45,0.85,94.91,Fes-Meknes,34.03,-5.0,medium,20210207,2,38
20210208,4.34,83.67,9.81,4.49,0.84,95.0,Fes-Meknes,34.03,-5.0,low,20210208,2,39
20210209,1.65,83.89,12.52,3.95,0.84,95.06,Fes-Meknes,34.03,-5.0,low,20210209,2,40
20210221,10.32,77.18,9.96,4.56,0.83,94.51,Fes-Meknes,34.03,-5.0,medium,20210221,2,52
20210222,1.98,77.06,9.21,2.4,0.82,95.58,Fes-Meknes,34.03,-5.0,low,20210222,2,53
20210225,4.37,70.13,12.96,1.66,0.81,95.72,Fes-Meknes,34.03,-5.0,low,20210225,2,56
20210226,2.51,71.83,13.01,0.89,0.82,95.5,Fes-Meknes,34.03,-5.0,low,20210226,2,57
20210227,1.58,70.14,11.98,1.65,0.82,95.18,Fes-Meknes,34.03,-5.0,low,20210227,2,58
20210228,1.75,70.34,12.35,2.04,0.81,94.76,Fes-Meknes,34.03,-5.0,low,20210228,2,59
20210301,4.43,72.82,11.89,1.63,0.82,94.82,Fes-Meknes,34.03,-5.0,low,20210301,3,60
20210302,1.99,79.18,12.03,1.23,0.82,95.42,Fes-Meknes,34.03,-5.0,low,20210302,3,61
20210305,2.82,77.6,12.66,1.99,0.81,94.78,Fes-Meknes,34.03,-5.0,low,20210305,3,64
20210306,8.39,84.15,11.37,1.32,0.83,94.75,Fes-Meknes,34.03,-5.0,medium,20210306,3,65
20210307,5.82,86.04,11.59,1.9,0.83,94.99,Fes-Meknes,34.03,-5.0,medium,20210307,3,66
20210308,6.22,88.29,10.42,2.44,0.84,94.98,Fes-Meknes,34.03,-5.0,medium,20210308,3,67
20210309,1.86,79.67,9.92,1.31,0.82,95.04,Fes-Meknes,34.03,-5.0,low,20210309,3,68
20210318,4.36,76.84,14.56,1.84,0.8,94.49,Fes-Meknes,34.03,-5.0,low,20210318,3,77
20210319,4.24,78.34,12.83,2.0,0.81,94.44,Fes-Meknes,34.03,-5.0,low,20210319,3,78
20210320,14.91,85.84,8.36,3.38,0.84,94.47,Fes-Meknes,34.03,-5.0,medium,20210320,3,79
20210408,3.5,79.84,17.21,1.46,0.76,94.98,Fes-Meknes,34.03,-5.0,low,20210408,4,98
20210409,1.26,79.16,17.18,1.52,0.76,94.86,Fes-Meknes,34.03,-5.0,low,20210409,4,99
20210413,1.88,68.38,20.23,1.67,0.74,95.01,Fes-Meknes,34.03,-5.0,low,20210413,4,103
20210414,9.28,83.39,16.7,1.6,0.78,94.69,Fes-Meknes,34.03,-5.0,medium,20210414,4,104
20210415,3.67,80.27,14.92,1.59,0.76,94.59,Fes-Meknes,34.03,-5.0,low,20210415,4,105
20210416,1.64,74.04,15.44,1.43,0.76,94.79,Fes-Meknes,34.03,-5.0,low,20210416,4,106
20210423,1.69,65.31,19.98,2.05,0.72,94.57,Fes-Meknes,34.03,-5.0,low,20210423,4,113
20210424,2.42,71.57,18.66,1.93,0.72,94.41,Fes-Meknes,34.03,-5.0,low,20210424,4,114
20210425,2.5,82.04,16.0,2.08,0.73,94.35,Fes-Meknes,34.03,-5.0,low,20210425,4,115
20210430,12.53,85.92,12.78,2.21,0.76,94.57,Fes-Meknes,34.03,-5.0,medium,20210430,4,120
20210508,7.88,58.92,23.22,1.55,0.69,94.81,Fes-Meknes,34.03,-5.0,medium,20210508,5,128
20210509,3.37,76.6,18.42,3.43,0.71,94.71,Fes-Meknes,34.03,-5.0,low,20210509,5,129
20210510,2.15,74.23,15.95,3.64,0.7,95.0,Fes-Meknes,34.03,-5.0,low,20210510,5,130
20210522,11.33,60.01,23.42,2.65,0.61,94.86,Fes-Meknes,34.03,-5.0,medium,20210522,5,142
20210523,2.77,72.42,15.63,3.32,0.66,95.22,Fes-Meknes,34.03,-5.0,low,20210523,5,143
20210527,1.0,71.05,20.04,1.83,0.6,94.85,Fes-Meknes,34.03,-5.0,low,20210527,5,147
20210530,4.4,61.8,24.34,3.07,0.6,94.99,Fes-Meknes,34.03,-5.0,low,20210530,5,150
20210531,1.41,68.02,22.98,2.35,0.6,94.84,Fes-Meknes,34.03,-5.0,low,20210531,5,151
20210616,1.12,67.87,21.49,2.89,0.5,94.86,Fes-Meknes,34.03,-5.0,low,20210616,6,167
20210618,1.02,75.19,18.75,2.49,0.51,94.98,Fes-Meknes,34.03,-5.0,low,20210618,6,169
20210913,3.42,43.29,28.33,2.05,0.19,94.89,Fes-Meknes,34.03,-5.0,low,20210913,9,256
20210914,2.62,62.47,24.61,2.76,0.32,94.79,Fes-Meknes,34.03,-5.0,low,20210914,9,257
20210915,1.26,62.84,23.1,2.83,0.36,95.05,Fes-Meknes,34.03,-5.0,low,20210915,9,258
20210921,6.63,59.05,24.33,1.79,0.36,94.83,Fes-Meknes,34.03,-5.0,medium,20210921,9,264
20210922,5.14,68.27,23.57,1.44,0.46,94.71,Fes-Meknes,34.03,-5.0,medium,20210922,9,265
20211103,7.72,76.14,16.26,4.35,0.36,94.81,Fes-Meknes,34.03,-5.0,medium,20211103,11,307
20211104,4.95,76.26,12.87,2.79,0.5,94.95,Fes-Meknes,34.03,-5.0,low,20211104,11,308
20211119,5.71,50.09,15.32,4.89,0.36,94.94,Fes-Meknes,34.03,-5.0,medium,20211119,11,323
20211120,2.04,71.4,14.03,2.01,0.49,95.2,Fes-Meknes,34.03,-5.0,low,20211120,11,324
20211122,3.16,76.75,12.31,2.77,0.48,94.8,Fes-Meknes,34.03,-5.0,low,20211122,11,326
20211123,13.59,87.1,11.1,3.1,0.55,94.87,Fes-Meknes,34.03,-5.0,medium,20211123,11,327
20211124,4.9,81.35,10.81,4.05,0.52,95.05,Fes-Meknes,34.03,-5.0,low,20211124,11,328
20211125,3.84,78.41,11.3,4.6,0.51,94.77,Fes-Meknes,34.03,-5.0,low,20211125,11,329
20211126,13.42,83.58,9.47,2.95,0.58,94.61,Fes-Meknes,34.03,-5.0,medium,20211126,11,330
20211127,3.23,79.26,9.57,3.58,0.51,94.8,Fes-Meknes,34.03,-5.0,low,20211127,11,331
20211129,1.43,81.5,10.71,3.48,0.49,95.94,Fes-Meknes,34.03,-5.0,low,20211129,11,333
20211202,20.3,91.12,8.9,4.25,0.62,95.16,Fes-Meknes,34.03,-5.0,medium,20211202,12,336
20211208,1.24,75.58,10.43,3.48,0.51,95.69,Fes-Meknes,34.03,-5.0,low,20211208,12,342
20211219,2.65,61.23,14.22,2.53,0.51,95.28,Fes-Meknes,34.03,-5.0,low,20211219,12,353
20211222,8.35,78.37,14.04,1.99,0.57,95.42,Fes-Meknes,34.03,-5.0,medium,20211222,12,356
20211223,2.17,82.89,13.88,1.55,0.55,95.33,Fes-Meknes,34.03,-5.0,low,20211223,12,357
20211225,7.03,76.55,12.96,4.37,0.57,94.81,Fes-Meknes,34.03,-5.0,medium,20211225,12,359
20220104,3.92,57.53,12.82,3.38,0.51,95.5,Fes-Meknes,34.03,-5.0,low,20220104,1,4
20220106,2.01,87.21,8.35,3.29,0.54,95.38,Fes-Meknes,34.03,-5.0,low,20220106,1,6
20220224,6.65,58.86,17.88,1.75,0.47,95.21,Fes-Meknes,34.03,-5.0,medium,20220224,2,55
20220225,9.79,63.52,18.35,2.03,0.55,94.93,Fes-Meknes,34.03,-5.0,medium,20220225,2,56
20220226,1.59,57.09,19.24,1.68,0.51,94.68,Fes-Meknes,34.03,-5.0,low,20220226,2,57
20220227,2.18,71.2,16.04,1.2,0.5,95.01,Fes-Meknes,34.03,-5.0,low,20220227,2,58
20220303,7.23,70.0,13.13,3.75,0.49,95.44,Fes-Meknes,34.03,-5.0,medium,20220303,3,62
20220304,2.19,73.18,9.83,4.72,0.54,95.29,Fes-Meknes,34.03,-5.0,low,20220304,3,63
20220306,12.19,80.5,9.9,2.47,0.59,94.52,Fes-Meknes,34.03,-5.0,medium,20220306,3,65
20220312,1.72,73.31,13.57,2.71,0.51,95.2,Fes-Meknes,34.03,-5.0,low,20220312,3,71
20220313,2.26,75.28,13.42,1.55,0.51,94.8,Fes-Meknes,34.03,-5.0,low,20220313,3,72
20220314,4.14,80.01,12.3,2.08,0.54,93.93,Fes-Meknes,34.03,-5.0,low,20220314,3,73
20220315,2.25,76.36,9.85,0.78,0.53,94.1,Fes-Meknes,34.03,-5.0,low,20220315,3,74
20220316,4.09,81.05,8.29,1.76,0.55,94.57,Fes-Meknes,34.03,-5.0,low,20220316,3,75
20220317,2.74,78.88,11.15,2.24,0.53,95.0,Fes-Meknes,34.03,-5.0,low,20220317,3,76
20220320,2.02,59.19,16.89,3.16,0.51,94.82,Fes-Meknes,34.03,-5.0,low,20220320,3,79
20220322,5.36,68.18,14.91,0.9,0.53,95.07,Fes-Meknes,34.03,-5.0,medium,20220322,3,81
20220323,21.34,81.72,13.35,1.98,0.64,94.55,Fes-Meknes,34.03,-5.0,medium,20220323,3,82
20220324,4.62,78.34,8.8,1.48,0.63,94.32,Fes-Meknes,34.03,-5.0,low,20220324,3,83
20220325,1.26,67.74,11.21,1.31,0.58,94.46,Fes-Meknes,34.03,-5.0,low,20220325,3,84
20220329,13.32,74.68,14.5,2.34,0.61,94.35,Fes-Meknes,34.03,-5.0,medium,20220329,3,88
20220330,9.36,81.86,12.4,5.1,0.65,94.43,Fes-Meknes,34.03,-5.0,medium,20220330,3,89
20220331,3.77,77.52,12.76,5.06,0.62,94.79,Fes-Meknes,34.03,-5.0,low,20220331,3,90
20220401,1.2,74.42,12.98,2.88,0.61,94.95,Fes-Meknes,34.03,-5.0,low,20220401,4,91
20220404,40.27,77.34,12.14,2.18,0.76,93.65,Fes-Meknes,34.03,-5.0,high,20220404,4,94
20220405,6.43,70.21,11.8,3.7,0.72,94.38,Fes-Meknes,34.03,-5.0,medium,20220405,4,95
20220412,4.54,76.34,14.25,3.44,0.66,94.66,Fes-Meknes,34.03,-5.0,low,20220412,4,102
20220413,2.39,75.15,14.0,3.1,0.66,94.78,Fes-Meknes,34.03,-5.0,low,20220413,4,103
20220420,1.13,66.32,11.68,5.6,0.59,94.82,Fes-Meknes,34.03,-5.0,low,20220420,4,110
20220423,4.57,72.2,13.65,4.38,0.62,94.61,Fes-Meknes,34.03,-5.0,low,20220423,4,113
20220426,5.05,83.4,14.77,1.27,0.61,94.65,Fes-Meknes,34.03,-5.0,medium,20220426,4,116
20220427,1.54,76.68,15.97,2.26,0.61,95.01,Fes-Meknes,34.03,-5.0,low,20220427,4,117
20220428,1.41,69.02,15.85,2.25,0.59,95.14,Fes-Meknes,34.03,-5.0,low,20220428,4,118
20220503,11.01,79.83,14.01,3.03,0.63,94.58,Fes-Meknes,34.03,-5.0,medium,20220503,5,123
20220504,5.3,78.05,14.01,2.46,0.63,94.85,Fes-Meknes,34.03,-5.0,medium,20220504,5,124
20220620,2.08,51.78,25.48,3.03,0.32,94.88,Fes-Meknes,34.03,-5.0,low,20220620,6,171
20220704,5.4,47.76,28.44,1.73,0.27,95.2,Fes-Meknes,34.03,-5.0,medium,20220704,7,185
20220705,1.43,48.52,28.91,1.97,0.38,95.19,Fes-Meknes,34.03,-5.0,low,20220705,7,186
20220824,1.76,35.21,30.7,2.37,0.13,94.86,Fes-Meknes,34.03,-5.0,low,20220824,8,236
20220828,1.25,41.53,30.18,2.27,0.19,94.53,Fes-Meknes,34.03,-5.0,low,20220828,8,240
20220830,1.91,46.96,29.61,2.33,0.22,95.31,Fes-Meknes,34.03,-5.0,low,20220830,8,242
20220902,1.23,49.11,27.42,1.89,0.28,95.12,Fes-Meknes,34.03,-5.0,low,20220902,9,245
20220921,1.7,59.21,25.27,1.84,0.26,95.09,Fes-Meknes,34.03,-5.0,low,20220921,9,264
20220925,1.41,67.11,20.68,3.06,0.27,94.75,Fes-Meknes,34.03,-5.0,low,20220925,9,268
20220930,3.26,61.88,18.7,2.54,0.38,94.86,Fes-Meknes,34.03,-5.0,low,20220930,9,273
20221008,1.84,41.7,25.98,2.75,0.26,94.77,Fes-Meknes,34.03,-5.0,low,20221008,10,281
20221010,1.3,63.2,22.08,1.92,0.33,95.16,Fes-Meknes,34.03,-5.0,low,20221010,10,283
20221011,22.19,74.52,19.96,1.47,0.5,95.04,Fes-Meknes,34.03,-5.0,medium,20221011,10,284
20221012,2.8,73.37,19.61,2.96,0.53,94.99,Fes-Meknes,34.03,-5.0,low,20221012,10,285
20221117,2.36,64.76,17.04,3.38,0.29,95.26,Fes-Meknes,34.03,-5.0,low,20221117,11,321
20221118,19.64,84.76,14.5,3.81,0.51,95.25,Fes-Meknes,34.03,-5.0,medium,20221118,11,322
20221119,1.16,74.74,11.99,2.78,0.49,95.71,Fes-Meknes,34.03,-5.0,low,20221119,11,323
20221121,1.0,66.49,14.52,2.92,0.45,95.79,Fes-Meknes,34.03,-5.0,low,20221121,11,325
20221201,18.2,64.75,13.17,2.03,0.5,94.54,Fes-Meknes,34.03,-5.0,medium,20221201,12,335
20221202,7.75,81.07,12.67,1.48,0.58,94.24,Fes-Meknes,34.03,-5.0,medium,20221202,12,336
20221206,1.07,78.28,14.66,2.72,0.49,95.07,Fes-Meknes,34.03,-5.0,low,20221206,12,340
20221208,8.55,71.36,15.54,3.18,0.51,94.33,Fes-Meknes,34.03,-5.0,medium,20221208,12,342
20221209,9.9,80.28,15.17,5.31,0.59,94.4,Fes-Meknes,34.03,-5.0,medium,20221209,12,343
20221210,5.14,82.51,14.59,4.73,0.56,94.96,Fes-Meknes,34.03,-5.0,medium,20221210,12,344
20221211,9.52,76.26,15.63,4.37,0.57,94.98,Fes-Meknes,34.03,-5.0,medium,20221211,12,345
20221212,2.3,80.63,17.08,3.74,0.55,95.17,Fes-Meknes,34.03,-5.0,low,20221212,12,346
20221213,1.33,75.99,17.22,4.02,0.53,95.07,Fes-Meknes,34.03,-5.0,low,20221213,12,347
20221214,44.0,78.14,16.12,4.49,0.68,94.64,Fes-Meknes,34.03,-5.0,high,20221214,12,348
20221215,25.98,85.24,12.49,6.23,0.76,94.32,Fes-Meknes,34.03,-5.0,high,20221215,12,349
20221216,7.25,85.7,12.28,3.65,0.71,94.76,Fes-Meknes,34.03,-5.0,medium,20221216,12,350
20230116,1.35,88.84,9.66,2.14,0.59,95.8,Fes-Meknes,34.03,-5.0,low,20230116,1,16
20230117,4.57,83.6,9.95,5.19,0.6,95.19,Fes-Meknes,34.03,-5.0,low,20230117,1,17
20230118,11.03,89.0,9.28,4.3,0.68,95.2,Fes-Meknes,34.03,-5.0,medium,20230118,1,18
20230121,3.26,87.97,10.95,2.47,0.63,95.44,Fes-Meknes,34.03,-5.0,low,20230121,1,21
20230122,1.84,84.44,11.34,1.52,0.64,95.38,Fes-Meknes,34.03,-5.0,low,20230122,1,22
20230126,2.67,63.89,6.49,2.99,0.62,95.41,Fes-Meknes,34.03,-5.0,low,20230126,1,26
20230127,10.66,79.53,6.8,3.26,0.69,94.99,Fes-Meknes,34.03,-5.0,medium,20230127,1,27
20230128,2.93,73.18,6.14,2.53,0.66,95.05,Fes-Meknes,34.03,-5.0,low,20230128,1,28
20230217,1.35,61.59,11.91,4.95,0.59,95.37,Fes-Meknes,34.03,-5.0,low,20230217,2,48
20230218,2.06,55.61,14.77,4.3,0.59,95.44,Fes-Meknes,34.03,-5.0,low,20230218,2,49
20230223,3.3,74.2,13.44,1.87,0.57,94.64,Fes-Meknes,34.03,-5.0,low,20230223,2,54
20230224,2.82,76.42,9.06,3.34,0.61,94.42,Fes-Meknes,34.03,-5.0,low,20230224,2,55
